Processed 100 in 10.14 seconds
Processed 200 in 17.56 seconds
Processed 300 in 24.79 seconds
Processed 400 in 32.33 seconds
Processed 500 in 39.94 seconds
Processed 600 in 47.49 seconds
Processed 700 in 55.24 seconds
Processed 800 in 62.90 seconds
Processed 900 in 70.41 seconds
Processed 1000 in 78.39 seconds
Processed 1100 in 85.95 seconds
Processed 1200 in 93.69 seconds
Processed 1300 in 101.26 seconds
Processed 1400 in 108.98 seconds
Processed 1500 in 117.11 seconds
Processed 1600 in 125.15 seconds
Processed 1700 in 132.78 seconds
Processed 1800 in 140.43 seconds
Processed 1900 in 148.08 seconds
Processed 2000 in 155.71 seconds
Processed 2100 in 163.76 seconds
Processed 2200 in 171.73 seconds
Processed 2300 in 179.59 seconds
Processed 2400 in 187.95 seconds
Processed 2500 in 195.88 seconds
Processed 2600 in 203.40 seconds
Processed 2700 in 211.30 seconds
Processed 2800 in 219.43 seconds
Processed 2900 in 227.38 seconds
Processed 3000 in 235.76 seconds
Processed 3100 in 243.89 seconds
Processed 3200 in 251.66 seconds
Processed 3300 in 259.69 seconds
Processed 3400 in 267.37 seconds
Processed 3500 in 275.27 seconds
Processed 3600 in 283.34 seconds
Processed 3700 in 291.21 seconds
Processed 3800 in 299.06 seconds
Processed 3900 in 307.14 seconds
Processed 4000 in 315.12 seconds
Processed 4100 in 322.70 seconds
Processed 4200 in 330.60 seconds
Processed 4300 in 337.88 seconds
Processed 4400 in 345.66 seconds
Processed 4500 in 353.24 seconds
Processed 4600 in 360.79 seconds
Processed 4700 in 368.47 seconds
Processed 4800 in 376.16 seconds
Processed 4900 in 383.90 seconds
Processed 5000 in 391.92 seconds
Processed 5100 in 399.75 seconds
Processed 5200 in 407.59 seconds
Processed 5300 in 415.31 seconds
Processed 5400 in 422.99 seconds
Processed 5500 in 430.78 seconds
Processed 5600 in 438.31 seconds
Processed 5700 in 446.13 seconds
Processed 5800 in 453.75 seconds
Processed 5900 in 461.46 seconds
Processed 6000 in 469.33 seconds
Processed 6100 in 477.27 seconds
Processed 6200 in 485.64 seconds
Processed 6300 in 493.37 seconds
Processed 6400 in 501.12 seconds
Processed 6500 in 509.23 seconds
Processed 6600 in 517.43 seconds
Processed 6700 in 525.16 seconds
Processed 6800 in 532.83 seconds
Processed 6900 in 540.79 seconds
Processed 7000 in 548.77 seconds
Processed 7100 in 556.76 seconds
Processed 7200 in 564.40 seconds
Processed 7300 in 572.31 seconds
Processed 7400 in 580.14 seconds
Processed 7500 in 587.81 seconds
Processed 7600 in 595.71 seconds
Processed 7700 in 603.49 seconds
Processed 7800 in 611.61 seconds
Processed 7900 in 619.58 seconds
Processed 8000 in 627.57 seconds
Processed 8100 in 635.63 seconds
Processed 8200 in 643.72 seconds
Processed 8300 in 652.27 seconds
Processed 8400 in 660.00 seconds
Processed 8500 in 668.28 seconds
Processed 8600 in 676.35 seconds
Processed 8700 in 684.42 seconds
Processed 8800 in 692.52 seconds
Processed 8900 in 700.69 seconds
Processed 9000 in 709.00 seconds
Processed 9100 in 717.27 seconds
Processed 9200 in 725.29 seconds
Processed 9300 in 733.56 seconds
Processed 9400 in 741.93 seconds
Processed 9500 in 750.08 seconds
Processed 9600 in 758.10 seconds
Processed 9700 in 767.00 seconds
Processed 9800 in 775.44 seconds
Processed 9900 in 783.23 seconds
Processed 10000 in 791.13 seconds
Processed 10100 in 798.94 seconds
Processed 10200 in 807.29 seconds
Processed 10300 in 815.47 seconds
Processed 10400 in 823.19 seconds
Processed 10500 in 831.04 seconds
Processed 10600 in 838.95 seconds
Processed 10700 in 846.87 seconds
Processed 10800 in 854.52 seconds
Processed 10900 in 862.58 seconds
Processed 11000 in 870.61 seconds
Processed 11100 in 879.21 seconds
Processed 11200 in 887.63 seconds
Processed 11300 in 895.70 seconds
Processed 11400 in 902.54 seconds
Processed 11500 in 909.80 seconds
Processed 11600 in 918.25 seconds
Processed 11700 in 926.02 seconds
Processed 11800 in 933.61 seconds
Processed 11900 in 941.30 seconds
Processed 12000 in 948.82 seconds
Processed 12100 in 956.59 seconds
Processed 12200 in 964.10 seconds
Processed 12300 in 971.59 seconds
Processed 12400 in 979.14 seconds
Processed 12500 in 987.19 seconds
Processed 12600 in 995.00 seconds
Processed 12700 in 1002.78 seconds
Processed 12800 in 1010.48 seconds
Processed 12900 in 1018.42 seconds
Processed 13000 in 1025.87 seconds
Processed 13100 in 1033.54 seconds
Processed 13200 in 1040.79 seconds
Processed 13300 in 1048.10 seconds
Processed 13400 in 1056.06 seconds
Processed 13500 in 1064.52 seconds
Processed 13600 in 1073.08 seconds
Processed 13700 in 1081.22 seconds
Processed 13800 in 1088.91 seconds
Processed 13900 in 1097.01 seconds
Processed 14000 in 1105.73 seconds
Processed 14100 in 1113.48 seconds
Processed 14200 in 1121.12 seconds
Processed 14300 in 1128.95 seconds
Processed 14400 in 1137.71 seconds
Processed 14500 in 1146.94 seconds
Processed 14600 in 1155.92 seconds
Processed 14700 in 1164.52 seconds
Processed 14800 in 1172.91 seconds
Processed 14900 in 1181.93 seconds
Processed 15000 in 1191.35 seconds
Processed 15100 in 1201.00 seconds
Processed 15200 in 1210.70 seconds
Processed 15300 in 1219.40 seconds
Processed 15400 in 1228.00 seconds
Processed 15500 in 1236.69 seconds
Processed 15600 in 1245.45 seconds
Processed 15700 in 1254.28 seconds
Processed 15800 in 1263.12 seconds
Processed 15900 in 1272.09 seconds
Processed 16000 in 1282.10 seconds
Processed 16100 in 1291.36 seconds
Processed 16200 in 1300.76 seconds
Processed 16300 in 1310.20 seconds
Processed 16400 in 1319.21 seconds
Processed 16500 in 1328.52 seconds
Processed 16600 in 1337.48 seconds
Processed 16700 in 1346.30 seconds
Processed 16800 in 1355.29 seconds
Processed 16900 in 1364.22 seconds
Processed 17000 in 1372.31 seconds
Processed 17100 in 1379.72 seconds
Processed 17200 in 1387.68 seconds
Processed 17300 in 1395.43 seconds
Processed 17400 in 1403.19 seconds
Processed 17500 in 1411.35 seconds
Processed 17600 in 1419.44 seconds
Processed 17700 in 1427.11 seconds
Processed 17800 in 1435.26 seconds
Processed 17900 in 1443.15 seconds
Processed 18000 in 1451.10 seconds
Processed 18100 in 1459.15 seconds
Processed 18200 in 1467.15 seconds
Processed 18300 in 1474.82 seconds
Processed 18400 in 1482.55 seconds
Processed 18500 in 1490.48 seconds
Processed 18600 in 1498.35 seconds
Processed 18700 in 1506.42 seconds
Processed 18800 in 1514.33 seconds
Processed 18900 in 1522.07 seconds
Processed 19000 in 1530.29 seconds
Processed 19100 in 1539.21 seconds
Processed 19200 in 1548.13 seconds
Processed 19300 in 1557.35 seconds
Processed 19400 in 1566.38 seconds
Processed 19500 in 1575.09 seconds
Processed 19600 in 1583.98 seconds
Processed 19700 in 1592.76 seconds
Processed 19800 in 1601.59 seconds
Processed 19900 in 1610.89 seconds
Processed 20000 in 1619.76 seconds
Processed 20100 in 1628.71 seconds
Processed 20200 in 1637.54 seconds
Processed 20300 in 1646.29 seconds
Processed 20400 in 1655.43 seconds
Processed 20500 in 1664.04 seconds
Processed 20600 in 1673.22 seconds
Processed 20700 in 1681.40 seconds
Processed 20800 in 1688.94 seconds
Processed 20900 in 1696.07 seconds
